,name,logFC,logCPM,PValue,length
12359,FBgn0260745,-0.875406354,10.07028508,4.79E-31,2596.657758
12360,FBgn0260746,-0.059126265,5.814085232,0.814861354,2051.06275
12361,FBgn0260747,-0.240333497,7.384065723,0.006184114,819.5402411
12362,FBgn0260748,0.215140683,5.994254737,0.022040965,2772.219106
12363,FBgn0260749,0.394323236,6.353724468,5.30E-08,3305.737518
12364,FBgn0260750,0.006434583,4.046813357,0.984838837,1115.06275
12365,FBgn0260753,-0.027436591,6.821612185,0.725192572,2980.389321
12366,FBgn0260755,-0.015952697,3.515612962,0.915280744,1066.06275
12367,FBgn0260756,0.728673358,4.043435701,6.45E-07,838.06275
12368,FBgn0260758,1.581465447,-1.476036746,0.221154334,1146.063904
12369,FBgn0260760,0.037135038,5.496935573,0.704543349,910.06275
12370,FBgn0260761,0,-2.120239339,1,755.5800625
12371,FBgn0260762,1.860040084,-1.365369749,0.238374902,398.15573
12372,FBgn0260763,-0.538298163,0.92382481,0.145261355,381.507125
12373,FBgn0260764,-0.453369491,0.353509017,0.467662072,298.13575
12374,FBgn0260766,1.222890153,-0.798530209,0.207911465,1401.230916
12375,FBgn0260767,1.590347053,-2.032729956,1,506.619
12376,FBgn0260768,-0.268323532,0.088039365,0.675817399,550.5496201
12377,FBgn0260770,0.768473324,5.701615785,3.60E-15,1283.06275
12378,FBgn0260771,-0.041070571,3.281929023,0.799314978,1864.06275
12379,FBgn0260775,0.9631586,4.493696685,1.32E-16,637.2075
12380,FBgn0260776,1.442564675,-1.312597426,0.179219862,1789.103254
12381,FBgn0260777,-2.330918528,-1.950042809,0.514364933,838.2242597
12382,FBgn0260779,0.22585013,4.285560087,0.061524903,1476.06275
12383,FBgn0260780,0.513879369,2.113284296,0.034060698,5013.68775
12384,FBgn0260789,0.414893952,4.908462486,0.000415687,6052.06275
12385,FBgn0260793,0.023952134,8.110943238,0.799748522,8720.06275
12386,FBgn0260794,0.106107458,8.23264691,0.197545383,10046.76794
12387,FBgn0260795,0.154810323,9.379188217,0.009999276,3171.368381
12388,FBgn0260798,0.013269909,7.478482458,0.839888908,2159.735899
12389,FBgn0260799,-0.095740472,7.86946249,0.194376067,2500.06275
12390,FBgn0260812,1.408636905,3.884146866,0.000161502,3023.06275
12391,FBgn0260817,0.47885001,4.839393116,2.98E-06,2036.06275
12392,FBgn0260855,0.293886263,5.576915918,0.000635049,1558.20155
12393,FBgn0260856,0.285248292,2.901772292,0.136360678,673.174125
12394,FBgn0260857,0.119068347,3.913278454,0.355424765,531.2869079
12395,FBgn0260858,-0.01002568,5.752030916,0.926595985,1284.06275
12396,FBgn0260859,-0.019912993,5.529093758,0.834742975,940.06275
12397,FBgn0260860,-0.034768206,4.428060013,0.783525165,866.06275
12398,FBgn0260861,-0.219543996,4.23811416,0.119210138,580.230875
12399,FBgn0260862,-0.204239564,4.917911817,0.081868133,1185.06275
12400,FBgn0260866,-0.191998912,6.023119373,0.013091185,3368.06275
12401,FBgn0260867,0.272755328,-0.475148459,0.846838706,236.0946859
12402,FBgn0260868,0.661232077,-1.534954667,0.755949519,153.2366866
12403,FBgn0260869,0.677563435,-1.120138744,0.637869364,231.5453988
12404,FBgn0260870,0.954287498,-1.032407189,0.290178767,230.3001362
12405,FBgn0260871,0,-2.120239339,1,92.127625
12406,FBgn0260873,0,-2.120239339,1,197.280125
12407,FBgn0260874,0.106478317,6.040296932,0.211080164,1539.449931
12408,FBgn0260932,0.369227486,-1.596520118,1,1111.298568
12409,FBgn0260933,0.635470202,2.871483986,0.000234709,4976.528971
12410,FBgn0260934,0.018462169,9.486756897,0.752347322,5520.438407
12411,FBgn0260935,0.028098923,5.648757848,0.732026204,4037.66112
12412,FBgn0260936,-0.051490646,6.529086204,0.505969993,3778.830172
12413,FBgn0260938,-0.043479281,8.187188514,0.59678574,8456.297553
12414,FBgn0260940,0.021989704,4.123395057,0.86608857,756.079625
12415,FBgn0260941,0.038893584,7.895158758,0.693897834,3399.108016
12416,FBgn0260942,-0.436584506,4.162574142,0.018344284,1385.140256
12417,FBgn0260943,-0.009960538,10.84491391,0.892180885,8008.229235
12418,FBgn0260944,0.135859849,8.79478136,0.119343026,1318.079891
12419,FBgn0260945,-0.039610636,7.502348899,0.554222877,3900.969423
12420,FBgn0260953,0.016018839,-1.661215854,1,1043.21992
12421,FBgn0260954,0,-2.120239339,1,309.531
12422,FBgn0260955,0,-2.120239339,1,108.94925
12423,FBgn0260959,0.291606402,3.428661881,0.05204749,2963.61802
12424,FBgn0260960,-0.324410191,7.857488867,9.22E-07,2589.313326
12425,FBgn0260962,-0.113178417,5.457828079,0.235000995,3696.06275
12426,FBgn0260964,-0.387337865,9.978709069,1.23E-07,6834.280832
12427,FBgn0260965,0.327242764,5.410603796,0.001374215,8382.661457
12428,FBgn0260967,0,-2.120239339,1,670.177625
12429,FBgn0260968,-1.580859479,-2.032795769,1,319.546
12430,FBgn0260969,1.586080519,-2.032818762,1,502.383
12431,FBgn0260970,-0.069125779,7.525828283,0.364417259,9180.319755
12432,FBgn0260971,-0.004364892,6.275404659,0.961664362,4942.06275
12433,FBgn0260972,0.268496895,7.065224713,0.000808641,839.6396116
12434,FBgn0260985,0.402511439,3.586510633,0.004745191,942.06275
12435,FBgn0260986,2.160538893,-0.053055998,0.000431432,1289.24902
12436,FBgn0260987,-0.302063318,6.595874305,3.50E-05,2116.442098
12437,FBgn0260990,0.230434813,6.857447676,0.001127804,4580.06275
12438,FBgn0260991,1.820812106,0.354888993,0.00010269,2364.06275
12439,FBgn0260995,-0.630007656,6.212284031,1.04E-07,808.0665
12440,FBgn0260996,1.239595953,-1.79857157,0.645669276,493.5398029
12441,FBgn0260997,0.305114824,-1.596386532,1,977.7625266
12442,FBgn0261004,0.839193846,1.87355335,0.001034483,3002.06275
12443,FBgn0261015,-0.432347086,9.154697895,0.004160225,7041.954099
12444,FBgn0261016,0.423922619,0.272743482,0.363615895,5436.06275
12445,FBgn0261020,0.066916228,4.6549034,0.527060226,1150.06275
12446,FBgn0261041,-0.084696909,9.907774711,0.262093995,5737.002028
12447,FBgn0261046,-0.066912915,8.274255632,0.501014075,7669.823894
12448,FBgn0261049,-0.162405022,5.194995826,0.064858302,1870.06275
12449,FBgn0261053,-0.651201097,0.71404666,0.13843443,6485.601252
12450,FBgn0261054,-0.003122379,-1.950202566,1,207.0352288
12451,FBgn0261055,3.262266592,-1.166396043,0.01522958,316.7457817
12452,FBgn0261057,0,-2.120239339,1,76.9171875
12453,FBgn0261058,1.586080519,-2.032818762,1,463.418
12454,FBgn0261059,1.235977768,-1.798654635,0.645669276,608.6899456
12455,FBgn0261060,0.446214942,-1.31310364,0.815845324,152.9996961
12456,FBgn0261061,0,-2.120239339,1,32.3265
12457,FBgn0261064,0.102265168,4.354336084,0.337614705,1661.06275
12458,FBgn0261065,-0.29045177,3.700715028,0.017675479,2005.06275
12459,FBgn0261067,0.07255997,3.528480223,0.676515934,403.43425
12460,FBgn0261068,0.105565647,2.900941747,0.546543086,453.0425684
12461,FBgn0261085,0.235795826,6.846176644,0.00201359,4637.310409
12462,FBgn0261086,0.063627949,6.210951375,0.486422285,3686.06275
12463,FBgn0261089,0.078306306,7.780368952,0.30458012,2639.409312
12464,FBgn0261090,-0.020712055,6.950104228,0.806093658,3715.130167
12465,FBgn0261108,0.281233316,5.112377928,0.003772604,2818.06275
12466,FBgn0261109,-0.007144674,3.078039921,1,1529.06275
12467,FBgn0261111,-0.043109655,3.707254253,0.755606644,1372.06275
12468,FBgn0261112,-0.046569256,5.975412405,0.586357762,1563.745368
12469,FBgn0261113,0.406084028,8.054680316,2.01E-09,2280.510654
12470,FBgn0261119,-0.269876915,4.678225457,0.031380172,1572.06275
12471,FBgn0261238,-0.059412519,7.75614657,0.398730366,5311.68048
12472,FBgn0261239,0.007701015,6.320995701,0.92422471,4508.415046
12473,FBgn0261243,-0.130448849,6.52224717,0.065161805,3455.496056
12474,FBgn0261244,0.154583374,8.669043133,0.043264227,5243.229701
12475,FBgn0261245,0.147954814,-1.07509862,1,2085.246453
12476,FBgn0261258,-0.329555774,7.596347598,1.72E-05,4129.206943
12477,FBgn0261260,-0.129209469,7.541492847,0.254802831,16434.30276
12478,FBgn0261261,-0.110708827,7.199632335,0.31924352,5469.472721
12479,FBgn0261262,-0.228741688,11.03864796,0.003218285,6128.308299
12480,FBgn0261266,0,-2.120239339,1,963.06275
12481,FBgn0261267,2.322653222,-1.950371528,0.514364933,244.969357
12482,FBgn0261268,-0.051374133,6.760332343,0.49792607,4014.896945
12483,FBgn0261269,-0.552112924,-0.762730078,0.456138819,3547.31275
12484,FBgn0261270,-0.624858119,4.316026268,4.23E-08,1369.893404
12485,FBgn0261274,0.150944371,5.417798119,0.089432848,1915.06275
12486,FBgn0261276,0.010999326,8.084080232,0.869897581,3226.849196
12487,FBgn0261277,-0.304978061,0.220363538,0.541793843,832.4954375
12488,FBgn0261278,0.164091988,7.12168199,0.012614135,1758.572755
12489,FBgn0261279,0.103040737,7.256096237,0.130181762,2882.44444
12490,FBgn0261283,0.271854139,7.820825155,0.00023484,3639.220178
12491,FBgn0261284,-0.164411177,2.596954656,0.393365764,518.260125
12492,FBgn0261285,0.012860216,7.266839171,0.8633368,3949.06275
12493,FBgn0261286,0.077676932,4.19216629,0.48066072,3612.06275
12494,FBgn0261287,-0.272912622,-0.565410439,0.767825136,924.7066617
12495,FBgn0261289,1.417257666,-1.535543071,0.348293713,500.2240855
12496,FBgn0261290,0,-2.120239339,1,397.45175
12497,FBgn0261291,0,-2.120239339,1,641.20475
12498,FBgn0261292,-0.846898762,-1.660544514,0.70545872,494.8975266
12499,FBgn0261293,-1.584258137,-1.727643436,0.402090186,427.2073523
12500,FBgn0261294,0,-2.120239339,1,424.37975
12501,FBgn0261341,-0.650534336,-0.212562057,0.245797393,1985.662066
12502,FBgn0261349,1.109408766,1.561093107,0.000920395,1373.06275
12503,FBgn0261356,0.475413811,0.94407492,0.241627038,941.06275
12504,FBgn0261357,1.586080519,-2.032818762,1,851.193
12505,FBgn0261358,-1.570215852,-2.033021593,1,458.038
12506,FBgn0261360,-0.215265802,5.154116594,0.173147021,6050.253796
12507,FBgn0261363,0.022829892,-1.798481937,1,2040.626793
12508,FBgn0261373,-0.148475223,3.318857811,0.367845311,553.4106587
12509,FBgn0261380,-0.367262966,5.149914703,6.68E-05,1171.06275
12510,FBgn0261381,-0.068658243,5.805002383,0.42847059,1344.06275
12511,FBgn0261383,-0.093240997,5.670338041,0.324173381,5427.944268
12512,FBgn0261385,1.105362095,1.931476571,2.91E-06,3953.996574
12513,FBgn0261386,-0.592546505,3.04102521,0.000300618,224.91375
12514,FBgn0261387,0.059621512,6.790423534,0.393638047,2991.7539
12515,FBgn0261393,-1.256238697,0.726426117,0.000733785,1638.133479
12516,FBgn0261394,-0.036366717,4.991788089,0.723721629,788.0715
12517,FBgn0261395,0,-2.120239339,1,704.133
12518,FBgn0261396,-0.23175499,5.466797312,0.009652761,1517.153441
12519,FBgn0261397,0.355744458,7.818988545,2.81E-06,6276.125177
12520,FBgn0261399,0,-2.120239339,1,769.075875
12521,FBgn0261401,0,-2.120239339,1,1687.06275
12522,FBgn0261402,1.227397628,-1.798094448,0.645669276,1631.496096
12523,FBgn0261403,-0.061468659,8.06174027,0.329166324,3349.756549
12524,FBgn0261434,-0.145786467,-0.012228108,0.814831879,1382.06275
12525,FBgn0261436,0.0841023,5.313739122,0.439273014,1405.06275
12526,FBgn0261437,-0.065202646,3.898395842,0.600450934,456.32475
12527,FBgn0261439,-0.115337218,8.450242611,0.065193297,2478.661613
12528,FBgn0261444,0.029893803,8.375262317,0.69361819,8403.453565
12529,FBgn0261445,0.278156265,5.993365405,0.000945028,2090.06275
12530,FBgn0261446,-1.163916761,0.049102635,0.012812319,1344.81275
12531,FBgn0261456,-0.274666285,5.159173251,0.002864914,2619.06275
12532,FBgn0261458,-0.103048472,7.415345343,0.167754538,2262.040792
12533,FBgn0261461,0.200861491,5.985550933,0.023356923,3961.478021
12534,FBgn0261477,0.656306699,7.291669863,6.65E-17,2896.06275
12535,FBgn0261479,0.264950947,3.47320544,0.083422627,929.06275
12536,FBgn0261501,0,-2.120239339,1,63.439
12537,FBgn0261502,2.805022446,-1.872438376,0.2715474,588.342
12538,FBgn0261505,3.946048597,-1.596202155,0.103154219,1174.079
12539,FBgn0261506,0,-2.120239339,1,284.00025
12540,FBgn0261507,1.587387454,-2.032791472,1,340.443
12541,FBgn0261508,-0.726813317,-1.872481119,1,92.89461478
12542,FBgn0261509,-0.183002777,6.729658129,0.016254067,5714.346246
12543,FBgn0261514,3.027937422,1.984703362,1.23E-22,2331.182029
12544,FBgn0261524,0.00223476,5.341602057,0.976638118,1766.06275
12545,FBgn0261526,0,-2.120239339,1,2778.06275
12546,FBgn0261529,0.264353119,-1.47608015,1,4640.489743
12547,FBgn0261530,0.00425478,4.704393281,0.975066674,2408.06275
12548,FBgn0261531,0.624600804,-1.535408425,0.809105552,248.4504865
12549,FBgn0261532,-0.191733443,8.000663471,0.001921917,3167.505026
12550,FBgn0261534,-3.57602312,-0.992473559,0.002897414,469.9094749
12551,FBgn0261535,0.191790666,2.87990736,0.368727805,2136.06275
12552,FBgn0261536,0,-2.120239339,1,2412.06275
12553,FBgn0261538,-0.36373341,-1.596678323,1,585.8541435
12554,FBgn0261545,-0.303767941,5.511731496,0.000486225,3862.048274
12555,FBgn0261547,-0.235089905,6.617664263,0.006206337,3412.687578
12556,FBgn0261549,-0.033826601,8.434129213,0.670549565,9548.893283
12557,FBgn0261550,-0.081550886,8.088138566,0.231275362,3401.939496
12558,FBgn0261552,0.108993256,10.58205307,0.1946831,9399.084869
12559,FBgn0261553,0.033318212,7.580338476,0.668088468,5540.59793
12560,FBgn0261554,-0.471746872,6.974639061,5.14E-08,5032.711997
12561,FBgn0261555,-0.101060977,6.538021188,0.178057916,3440.604979
12562,FBgn0261556,-0.039140421,6.845404076,0.671381829,5792.112276
12563,FBgn0261560,2.618809912,5.172751902,1.92E-50,570.23425
12564,FBgn0261561,0.553721986,2.648567374,0.006108981,1181.464991
12565,FBgn0261562,0.120451907,4.934329656,0.286119557,1343.526295
12566,FBgn0261563,0.230201824,3.679084471,0.146583365,9013.148597
12567,FBgn0261564,-0.142141278,7.77099823,0.028600129,1830.456146
12568,FBgn0261565,-0.490977608,6.19672942,9.03E-08,2084.662495
12569,FBgn0261566,1.590347053,-2.032729956,1,81.94
12570,FBgn0261567,0,-2.120239339,1,165.659375
12571,FBgn0261568,-0.726813317,-1.872481119,1,490.0868241
12572,FBgn0261570,0.191918172,6.799242312,0.027009491,5585.903995
12573,FBgn0261571,0.733984461,-1.872278818,1,4822.922099
12574,FBgn0261573,0.595725652,7.431592513,4.94E-15,2357.671655
12575,FBgn0261574,-0.050610769,8.864241242,0.632480802,14070.97362
12576,FBgn0261575,-3.214048774,6.719702338,4.16E-59,1919.06275
12577,FBgn0261580,-0.719286798,-1.8725905,1,901.9017411
12578,FBgn0261581,0.523498346,-1.728331966,1,440.276336
12579,FBgn0261582,-1.371676242,-1.535079504,0.32663199,440.2376665
12580,FBgn0261583,0,-2.120239339,1,225.87525
12581,FBgn0261584,-0.154587144,1.222156429,0.633851911,1930.460876
12582,FBgn0261587,0.387195734,-1.213110729,0.812108222,633.2095
12583,FBgn0261588,-0.390937772,7.332698318,2.43E-08,4353.815472
12584,FBgn0261592,0.185464469,10.27986844,0.003262209,775.1482916
12585,FBgn0261596,0.257391272,9.032924314,0.000386599,461.3175
12586,FBgn0261597,0.116251689,9.629253688,0.105246827,461.7782918
12587,FBgn0261599,0.0782539,10.08948179,0.324213426,328.038738
12588,FBgn0261602,0.331811897,9.499004031,1.02E-06,813.9190974
12589,FBgn0261608,0.038344776,8.256662367,0.667257348,330.2623081
12590,FBgn0261609,0.301560744,5.053852254,0.001580169,1069.906321
12591,FBgn0261610,0.089211997,5.780736872,0.300259645,4111.06275
12592,FBgn0261611,-0.150421988,6.242359771,0.063748032,2955.826877
12593,FBgn0261612,-0.051611659,3.776006231,0.737174433,3087.069154
12594,FBgn0261614,-1.580859479,-2.032795769,1,299.795
12595,FBgn0261615,-1.5874336,-2.032658848,1,320.445
12596,FBgn0261616,0,-2.120239339,1,382.4229375
12597,FBgn0261617,-0.186724717,7.858725592,0.033431593,15537.31373
12598,FBgn0261618,0.086455908,8.138381026,0.256394359,6751.561493
12599,FBgn0261624,-1.211067074,-1.798322586,0.645669276,621.713695
12600,FBgn0261625,0.181494089,6.209423914,0.028785002,2630.268048
12601,FBgn0261627,0.980041349,-1.03348775,0.327809331,517.7196345
12602,FBgn0261628,-1.97166768,-0.16618603,0.000626066,797.2360931
12603,FBgn0261630,0,-2.120239339,1,365.3101875
12604,FBgn0261631,-0.743142031,-1.872119243,1,273.2359807
12605,FBgn0261633,-1.570215852,-2.033021593,1,152.6
12606,FBgn0261634,0.869134716,-1.660691292,0.719508596,189.6292129
12607,FBgn0261635,0,-2.120239339,1,172.079875
12608,FBgn0261639,-0.175299335,5.877590929,0.244927,664.18525
12609,FBgn0261640,0,-2.120239339,1,625.214875
12610,FBgn0261641,-0.140503132,8.420353953,0.148546764,4460.461668
12611,FBgn0261647,0.247320566,6.108863252,0.002647736,3779.119899
12612,FBgn0261648,-0.21125164,3.753036932,0.128941592,5930.243192
12613,FBgn0261649,-0.062631088,7.832142018,0.421194722,6860.889532
12614,FBgn0261671,-0.195572819,8.667760363,0.039484788,16145.33366
12615,FBgn0261673,-0.28929516,7.089513489,4.42E-05,1731.490558
12616,FBgn0261674,-1.147447072,6.041565935,5.67E-39,1926.589
12617,FBgn0261675,0.256303054,-0.240162259,0.781231797,3786.06275
12618,FBgn0261679,-0.02293226,3.701050053,0.87699346,2100.06275
12619,FBgn0261681,0.010542922,-1.950265298,1,386.8238402
12620,FBgn0261682,1.591402402,-2.032708115,1,415.422
12621,FBgn0261683,0.374933852,-1.596765895,1,2465.52682
12622,FBgn0261686,0.738023312,-1.872190209,1,352.2989052
12623,FBgn0261698,0.000733061,9.527863436,0.992947126,6528.856371
12624,FBgn0261703,0.381374175,7.341506981,1.61E-07,4671.374287
12625,FBgn0261705,-0.922419382,1.620730809,0.000975722,3268.06275
12626,FBgn0261710,-0.210411761,8.163566112,0.007582951,9678.565175
12627,FBgn0261714,0.377129721,2.040107134,0.177766273,2668.06275
12628,FBgn0261722,-0.053372835,8.843285406,0.414337001,2459.9605
12629,FBgn0261723,-0.098800095,3.200180261,0.520241892,2303.06275
12630,FBgn0261786,0.077040308,4.654813536,0.451321607,3660.06275
12631,FBgn0261787,-0.132070988,6.071321617,0.125733774,4707.06275
12632,FBgn0261788,0.027228452,10.72578653,0.801645683,14404.1845
12633,FBgn0261789,-0.312258253,4.491993734,0.009424824,593.225875
12634,FBgn0261790,-0.174362975,3.871738499,0.180455109,336.7445
12635,FBgn0261791,-0.167276193,4.239512133,0.163160516,252.3141716
12636,FBgn0261792,-0.225445899,3.761928151,0.064503567,502.272125
12637,FBgn0261793,0.410636597,7.645209154,8.56E-07,9784.991521
12638,FBgn0261794,-0.000958938,10.73025172,0.988690503,3425.313241
12639,FBgn0261797,-0.20991743,8.438497418,0.008771847,14174.2119
12640,FBgn0261799,-2.79948516,-1.872421739,0.2715474,3310.431421
12641,FBgn0261800,-0.820675437,4.922399235,1.50E-10,5875.100816
12642,FBgn0261801,-0.15981926,3.450777937,0.27145988,2672.06275
12643,FBgn0261802,0.211969724,8.688978992,0.002556385,5347.157116
12644,FBgn0261803,-0.759615722,-1.214056636,0.481229073,1235.259057
12645,FBgn0261804,0.083474109,7.620897417,0.313833128,6630.684093
12646,FBgn0261805,-0.685366153,-0.391874425,0.268664575,239.394375
12647,FBgn0261806,2.32141806,-1.950398785,0.514364933,614.333
12648,FBgn0261807,0.73468626,-1.872187915,1,479.5495557
12649,FBgn0261808,-0.061641343,5.475511787,0.491411184,1591.630966
12650,FBgn0261811,0.308433414,6.431103181,0.000169805,6539.045243
12651,FBgn0261816,2.32141806,-1.950398785,0.514364933,454.431
12652,FBgn0261817,1.587387454,-2.032791472,1,184.676
12653,FBgn0261822,-0.109520985,8.975712691,0.129952099,8765.517333
12654,FBgn0261823,-0.084479724,6.981224954,0.230207922,6232.701625
12655,FBgn0261830,-1.589202898,-2.032622329,1,405.188
12656,FBgn0261831,-2.324640977,-1.950179598,0.514364933,471.5082633
12657,FBgn0261832,0.801783604,3.044514961,8.93E-05,662.589231
12658,FBgn0261834,1.035690895,2.60422355,1.94E-07,538.7631144
12659,FBgn0261836,-0.390247919,9.41915312,0.004533187,36391.91769
12660,FBgn0261837,0.092064972,5.706182423,0.323784792,1639.06275
12661,FBgn0261839,-0.060063856,4.979752265,0.688778088,2270.06275
12662,FBgn0261840,2.706358665,1.742257265,0.011915441,2409.436728
12663,FBgn0261841,0,-2.120239339,1,1947.06275
12664,FBgn0261842,0.278837648,5.411856604,0.082780084,1683.06275
12665,FBgn0261843,-1.080270385,3.952620534,0.173234637,1900.298714
12666,FBgn0261844,0.200973044,6.050577221,0.06130683,2731.482371
12667,FBgn0261845,-8.796251135,1.870681908,2.14E-08,3692.431619
12668,FBgn0261847,0,-2.120239339,1,208.695375
12669,FBgn0261848,2.811742694,-1.365115691,0.018243429,613.8102059
12670,FBgn0261849,0,-2.120239339,1,92.127625
12671,FBgn0261850,-0.075008918,3.235535416,0.623672995,2612.06275
12672,FBgn0261853,1.730545328,0.087940241,0.066931556,111.424625
12673,FBgn0261854,0.106783262,8.658950667,0.151211171,3159.60919
12674,FBgn0261856,-2.312893836,-1.950441625,0.514364933,271.0646605
12675,FBgn0261857,0.743074633,-1.872079797,1,321.8861641
12676,FBgn0261858,1.218760019,-1.798293243,0.645669276,210.1137656
12677,FBgn0261859,0.116298574,7.469456684,0.096391485,6499.199348
12678,FBgn0261860,1.72558157,-0.312504404,0.00575581,277.686375
12679,FBgn0261862,0.247270779,7.217811537,0.000829223,2706.290498
12680,FBgn0261871,-0.041206801,5.885465733,0.708904376,2851.621401
12681,FBgn0261872,-0.039466299,7.725256241,0.692139709,2698.105759
12682,FBgn0261873,0.104788526,8.256695496,0.121057019,6950.827416
12683,FBgn0261881,-0.295162236,2.37563173,0.172291082,615.21875
12684,FBgn0261885,-0.054077057,8.36765502,0.525656271,9937.262895
12685,FBgn0261925,-1.580859479,-2.032795769,1,211.323
12686,FBgn0261928,0.240593741,9.757299105,0.027886151,9477.169481
12687,FBgn0261929,-0.08472838,5.737264183,0.338733301,6148.06275
12688,FBgn0261930,0.288264308,-0.012136313,0.653096782,3097.123207
12689,FBgn0261931,-0.106698289,6.257135539,0.175341622,5457.928471
12690,FBgn0261932,0,-2.120239339,1,329.311875
12691,FBgn0261933,-0.062664316,2.593212797,0.817666264,544.24525
12692,FBgn0261934,-0.011944892,7.564318752,0.899543177,10959.96151
12693,FBgn0261938,0.283566126,5.541102923,0.001100444,4351.643199
12694,FBgn0261952,-2.31457543,-1.950405147,0.514364933,339.9226135
12695,FBgn0261953,-0.127341662,5.575849779,0.136094,1833.562937
12696,FBgn0261954,0.24929702,8.374294443,0.004813158,9186.848962
12697,FBgn0261955,-0.231225394,8.57447639,0.00303523,2325.06275
12698,FBgn0261963,-0.420647386,1.321299511,0.167995358,2612.528966
12699,FBgn0261975,-0.227695253,3.715642783,0.102426084,618.217625
12700,FBgn0261976,0.477718311,0.98975954,0.169574349,643.2882302
12701,FBgn0261983,0.306183053,5.552245601,0.000140359,2820.076391
12702,FBgn0261984,0.174372665,6.962916388,0.008748984,3849.06275
12703,FBgn0261985,0.019758557,7.245346041,0.780423295,3838.007645
12704,FBgn0261986,-0.127928697,5.986922818,0.098320002,3244.06275
12705,FBgn0261987,-2.301949218,-1.535394926,0.129767473,2528.842501
12706,FBgn0261988,0.034706689,6.557589638,0.641998483,4451.537457
12707,FBgn0261989,-1.472009051,-0.011478246,0.052878865,929.5728514
12708,FBgn0261990,-0.886713187,1.185446526,0.020017158,455.326
12709,FBgn0261991,1.591402402,-2.032708115,1,385.517
12710,FBgn0261992,-3.174806962,-1.79811521,0.146840108,318.4949354
12711,FBgn0261993,1.592201465,-1.262509447,0.149599607,457.7803002
12712,FBgn0261994,1.041082483,-0.475517669,0.102196823,506.268625
12713,FBgn0261995,-0.144326417,5.111493908,0.110928434,782.5202937
12714,FBgn0261996,0.020131201,-1.950512649,1,609.7251793
12715,FBgn0261997,0,-2.120239339,1,225.87525
12716,FBgn0261998,0.546939041,0.622119453,0.175882184,4592.06275
12717,FBgn0261999,0.262095849,6.563490537,0.001448507,5518.9658
12718,FBgn0262000,-1.589202898,-2.032622329,1,3311.807
12719,FBgn0262001,0,-2.120239339,1,419.39175
12720,FBgn0262002,1.237036262,-1.213813837,0.230082929,2192.52669
12721,FBgn0262003,-2.358723582,-1.534527761,0.184712647,262.1937413
12722,FBgn0262004,0.002290299,-1.797940451,1,391.7494958
12723,FBgn0262005,0,-2.120239339,1,323.846875
12724,FBgn0262006,1.586080519,-2.032818762,1,288.225
12725,FBgn0262007,-0.366469245,-1.596596477,1,1571.057181
12726,FBgn0262008,1.159691238,-1.596661121,0.52985258,1239.246034
12727,FBgn0262009,-1.589202898,-2.032622329,1,239.312
12728,FBgn0262010,1.586080519,-2.032818762,1,295.139
12729,FBgn0262017,0.73468626,-1.872187915,1,536.5077389
12730,FBgn0262018,-0.080761757,7.023835575,0.286021486,7095.594665
12731,FBgn0262020,0.36423262,-1.596588326,1,1080.593354
12732,FBgn0262021,1.590347053,-2.032729956,1,82.678
12733,FBgn0262022,0,-2.120239339,1,213.42
12734,FBgn0262023,0,-2.120239339,1,351.64425
12735,FBgn0262024,0,-2.120239339,1,173.001375
12736,FBgn0262026,-0.154957077,7.067129206,0.063102557,1946.06275
12737,FBgn0262027,-1.5874336,-2.032658848,1,68.9
12738,FBgn0262029,0.361458467,2.856239907,0.049269601,4909.992247
12739,FBgn0262030,-2.782505284,-1.872819977,0.2715474,607.1721148
12740,FBgn0262031,0,-2.120239339,1,152.962875
12741,FBgn0262035,-0.073647057,1.874920028,0.802600154,379.5145
12742,FBgn0262036,0.516667039,-1.728447497,1,633.9121601
12743,FBgn0262057,-0.662222339,4.031718571,1.59E-07,1802.923945
12744,FBgn0262081,0.151658647,7.613347356,0.014900726,4022.443413
12745,FBgn0262098,1.586080519,-2.032818762,1,606.336
12746,FBgn0262099,1.108855834,-0.263263033,0.271375737,30.773625
12747,FBgn0262100,-1.110878288,-1.597357126,0.501973212,817.6142057
12748,FBgn0262101,0,-2.120239339,1,1292.06275
12749,FBgn0262102,0.486875057,0.461605214,0.558232667,760.5394922
12750,FBgn0262103,0.22469788,6.749151645,0.006941874,5727.605765
12751,FBgn0262104,1.591402402,-2.032708115,1,429.395
12752,FBgn0262111,0.194423299,-1.166199375,1,1664.548478
12753,FBgn0262112,0.735219622,-1.872251591,1,974.9052316
12754,FBgn0262114,0.038422833,7.667512997,0.547267296,3913.277148
12755,FBgn0262115,0.064325654,6.498086179,0.401710424,1825.164626
12756,FBgn0262116,-0.354925099,7.188124052,3.99E-05,323.9069052
12757,FBgn0262117,0.076939928,7.466260879,0.322358493,3197.06275
12758,FBgn0262123,-0.537489351,4.2217911,0.000100114,2614.991526
12759,FBgn0262124,0.111680196,7.758770328,0.09643071,3037.069054
12760,FBgn0262125,-0.081065954,7.339865784,0.217867895,2499.688514
12761,FBgn0262126,-0.139357401,6.166951899,0.059005393,4506.26579
12762,FBgn0262127,-0.266425119,5.2082261,0.007336915,5565.06275
12763,FBgn0262139,-0.309512526,4.437513004,0.011106924,4332.452009
12764,FBgn0262140,0.002199504,-1.950092032,1,216.3593906
12765,FBgn0262141,1.145877113,-1.596808125,0.492331578,256.4220714
